  43.855   32.927   42.225
  44.440   32.312   43.250
  43.418   32.231   41.178
  44.589   30.991   43.228
  43.565   30.911   41.155
  44.151   30.297   42.181
  43.696   34.334   42.249
  44.351   35.087   41.366
  42.893   34.891   43.152
  44.200   36.406   41.388
  42.743   36.211   43.174
  43.398   36.961   42.291
  44.789   32.875   44.087
  42.949   32.730   40.359
  45.057   30.491   44.046
  43.217   30.345   40.320
  44.992   34.632   40.645
  42.372   34.282   43.856
  44.723   37.017   40.685
  42.101   36.666   43.895
  30.620   31.718   17.119
  31.898   31.803   17.479
  30.014   32.746   16.527
  32.576   32.922   17.247
  30.691   33.865   16.294
  31.969   33.948   16.655
  29.898   30.526   17.366
  28.883   30.536   18.229
  30.238   29.406   16.733
  28.206   29.417   18.460
  29.560   28.287   16.963
  28.547   28.299   17.826
  32.378   30.976   17.954
  28.989   32.673   16.240
  33.602   32.997   17.533
  30.213   34.693   15.820
  28.616   31.438   18.733
  31.052   29.405   16.043
  27.392   29.416   19.151
  29.827   27.384   16.460
  25.979   31.599   14.732
  27.294   31.744   14.589
  25.136   32.410   14.096
  27.771   32.706   13.805
  25.611   33.371   13.311
  26.927   33.515   13.170
  25.472   30.574   15.566
  24.809   30.895   16.676
  25.662   29.299   15.235
  24.332   29.932   17.458
  25.186   28.337   16.017
  24.524   28.660   17.125
  27.966   31.092   15.102
  24.082   32.289   14.213
  28.824   32.829   13.686
  24.942   34.025   12.797
  24.660   31.919   16.935
  26.196   29.050   14.344
  23.800   30.181   18.350
  25.335   27.312   15.758
  29.844    7.973   35.468
  29.807    9.303   35.455
  31.002    7.328   35.344
  30.934    9.994   35.317
  32.130    8.017   35.206
  32.090    9.347   35.193
  28.644    7.238   35.617
  28.209    6.475   34.615
  27.960    7.314   36.756
  27.083    5.785   34.755
  26.834    6.624   36.896
  26.402    5.863   35.894
  28.875    9.815   35.555
  31.027    6.261   35.355
  30.911   11.061   35.305
  33.062    7.507   35.106
  28.762    6.419   33.704
  28.314    7.928   37.555
  26.727    5.172   33.956
  26.280    6.680   37.807
  20.788   38.151   37.384
  20.897   37.522   38.552
  20.819   37.466   36.242
  21.037   36.201   38.580
  20.958   36.145   36.268
  21.067   35.519   37.438
  20.637   39.558   37.355
  21.600   40.314   36.829
  19.535   40.114   37.853
  21.457   41.634   36.801
  19.393   41.434   37.825
  20.356   42.187   37.299
  20.872   38.076   39.464
  20.730   37.976   35.308
  21.126   35.690   39.513
  20.983   35.590   35.357
  22.480   39.861   36.431
  18.768   39.502   38.274
  22.225   42.247   36.382
  18.512   41.888   38.223
  11.454   15.844   40.751
  10.463   16.627   40.332
  11.394   15.260   41.946
   9.406   16.829   41.112
  10.338   15.460   42.726
   9.349   16.243   42.305
  12.579   15.629   39.920
  13.774   16.084   40.296
  12.435   14.974   38.771
  14.830   15.881   39.516
  13.491   14.772   37.990
  14.683   15.227   38.368
  10.516   17.094   39.373
  12.192   14.632   42.277
   8.608   17.456   40.782
  10.283   14.994   43.686
  13.882   16.608   41.219
  11.475   14.613   38.475
  15.790   16.243   39.811
  13.384   14.248   37.067
  42.781   11.218   29.661
  43.429   10.473   30.553
  43.173   11.245   28.389
  44.476    9.748   30.171
  44.218   10.520   28.006
  44.865    9.775   28.899
  41.666   11.990   30.068
  41.733   13.319   30.027
  40.560   11.380   30.488
  40.686   14.043   30.408
  39.513   12.103   30.869
  39.582   13.431   30.827
  43.111   10.456   31.572
  42.649   11.844   27.678
  45.000    9.148   30.881
  44.538   10.535   26.987
  42.623   13.802   29.689
  40.513   10.314   30.519
  40.732   15.109   30.379
  38.622   11.621   31.207
  43.108    1.335    8.243
  41.958    0.867    7.765
  44.107    1.644    7.420
  41.805    0.706    6.454
  43.956    1.484    6.110
  42.806    1.016    5.633
  43.269    1.507    9.639
  44.155    0.762   10.298
  42.535    2.413   10.281
  44.306    0.924   11.607
  42.686    2.575   11.591
  43.572    1.829   12.247
  41.160    0.620    8.429
  45.028    2.020    7.810
  40.886    0.331    6.063
  44.753    1.730    5.444
  44.740    0.038    9.776
  41.827    3.007    9.747
  45.014    0.330   12.143
  42.102    3.299   12.113
   1.917   42.313   41.332
   3.218   42.561   41.453
   1.044   42.858   42.177
   3.652   43.358   42.425
   1.475   43.655   43.148
   2.777   43.901   43.267
   1.456   41.465   40.297
   0.893   40.297   40.603
   1.588   41.841   39.028
   0.460   39.501   39.631
   1.155   41.046   38.056
   0.594   39.880   38.364
   3.914   42.120   40.773
  -0.000   42.656   42.076
   4.694   43.560   42.527
   0.781   44.096   43.829
   0.790   40.001   41.623
   2.040   42.778   38.790
   0.009   38.563   39.868
   1.258   41.340   37.035
  27.332   10.293   43.837
  27.004   11.413   43.198
  28.478   10.210   44.509
  27.826   12.457   43.230
  29.301   11.252   44.543
  28.970   12.371   43.904
  26.456    9.182   43.802
  26.834    8.063   43.187
  25.263    9.265   44.385
  26.012    7.020   43.155
  24.440    8.222   44.354
  24.820    7.105   43.738
  26.084   11.475   42.660
  28.737    9.309   45.020
  27.569   13.359   42.720
  30.221   11.193   45.081
  27.792    8.004   42.722
  24.966   10.165   44.876
  26.307    6.120   42.663
  23.481    8.281   44.819
  30.169   30.427   26.287
  30.117   29.335   27.046
  31.205   30.639   25.478
  31.107   28.449   26.998
  32.194   29.754   25.427
  32.140   28.663   26.188
  29.114   31.369   26.339
  29.345   32.592   26.815
  27.901   31.026   25.911
  28.355   33.476   26.863
  26.911   31.911   25.959
  27.144   33.131   26.435
  29.284   29.170   27.694
  31.241   31.516   24.871
  31.072   27.572   27.604
  33.028   29.917   24.781
  30.319   32.860   27.156
  27.723   30.045   25.531
  28.531   34.458   27.244
  25.936   31.644   25.618
  10.601   34.888    6.990
   9.602   35.073    7.849
  11.785   34.449    7.413
   9.786   34.818    9.141
  11.970   34.191    8.703
  10.969   34.378    9.561
  10.405   35.161    5.615
  11.077   36.155    5.036
   9.551   34.421    4.912
  10.892   36.409    3.746
   9.366   34.675    3.621
  10.039   35.669    3.045
   8.656   35.427    7.504
  12.583   34.302    6.719
   8.989   34.964    9.835
  12.916   33.838    9.050
  11.760   36.743    5.606
   9.015   33.626    5.382
  11.427   37.205    3.275
   8.683   34.087    3.050
  20.558    2.984   18.235
  20.074    2.155   19.157
  21.638    2.653   17.530
  20.672    0.989   19.376
  22.236    1.488   17.746
  21.751    0.661   18.669
  19.920    4.225   18.002
  20.558    5.359   18.288
  18.688    4.250   17.499
  19.959    6.524   18.068
  18.089    5.415   17.279
  18.728    6.546   17.566
  19.208    2.425   19.720
  22.022    3.322   16.791
  20.290    0.319   20.114
  23.102    1.216   17.184
  21.546    5.332   18.691
  18.182    3.338   17.272
  20.464    7.437   18.296
  17.101    5.443   16.876
   3.709   22.875   37.028
   3.423   24.118   37.405
   4.964   22.431   37.056
   4.398   24.925   37.813
   5.939   23.236   37.465
   5.651   24.479   37.841
   2.671   22.016   36.594
   2.644   21.601   35.328
   1.732   21.630   37.454
   1.669   20.795   34.922
   0.757   20.824   37.047
   0.732   20.411   35.783
   2.415   24.469   37.379
   5.188   21.432   36.753
   4.176   25.924   38.116
   6.948   22.887   37.491
   3.400   21.915   34.644
   1.760   21.966   38.467
   1.640   20.459   33.909
   0.000   20.509   37.731
  26.275   42.753   11.354
  26.989   43.731   11.906
  26.433   41.493   11.755
  27.865   43.449   12.865
  27.308   41.209   12.713
  28.020   42.189   13.263
  25.342   43.054   10.334
  25.544   42.596    9.099
  24.270   43.790   10.617
  24.666   42.878    8.142
  23.393   44.072    9.660
  23.597   43.614    8.427
  26.859   44.740   11.580
  25.857   40.711   11.309
  28.441   44.229   13.311
  27.439   40.201   13.040
  26.405   42.006    8.879
  24.115   44.154   11.608
  24.822   42.516    7.150
  22.531   44.662    9.879
   7.505    4.217   28.160
   8.806    4.431   28.336
   7.069    3.530   27.105
   9.679    3.955   27.453
   7.940    3.054   26.223
   9.241    3.269   26.401
   6.576    4.723   29.100
   5.714    5.670   28.733
   6.572    4.249   30.344
   4.842    6.144   29.616
   5.701    4.723   31.227
   4.840    5.668   30.858
   9.150    4.983   29.182
   6.024    3.361   26.969
  10.724    4.123   27.588
   7.598    2.502   25.375
   5.723    6.045   27.734
   7.266    3.491   30.632
   4.149    6.903   29.330
   5.691    4.348   32.226
   3.160   30.874   35.219
   2.666   29.752   34.700
   4.476   31.064   35.289
   3.493   28.814   34.249
   5.303   30.128   34.837
   4.807   29.007   34.319
   2.279   31.872   35.699
   2.254   32.160   36.999
   1.484   32.516   34.847
   1.428   33.098   37.449
   0.658   33.453   35.297
   0.635   33.739   36.596
   1.610   29.604   34.647
   4.866   31.967   35.706
   3.104   27.912   33.832
   6.359   30.274   34.890
   2.894   31.641   37.676
   1.509   32.280   33.807
   1.401   33.334   38.490
   0.017   33.974   34.621
  27.394   39.110   26.221
