8010000 304.34238 -9978.4931 0.96914561 6.891225 0.01415362 32437.447 -42439.478 32437.447 6.8770714 -9997.0402 18.532895 1.0436598e+10 26909.679 36.635846 -51.49316 -30.238345 14995.11 10072.021 15104.888 10108.908 29.966511 29.966511 29.966511 16.646927 8.4335058 2.9414957 4.7668404 29.966511 29.966511 29.966511
8015000 297.90804 -10093.549 0.97700504 7.0960912 0.014268401 32323.482 -42438.128 32323.482 7.0818228 -10110.403 16.839642 1.5948398e+10 26693.207 36.14897 -51.815326 -30.24857 14940.536 10021.164 15049.949 10059.522 29.88594 29.88594 29.88594 14.000042 5.0680275 1.8871408 6.3134413 29.88594 29.88594 29.88594
8020000 290.8155 -10074.219 0.97874249 7.7408659 0.014293775 32345.382 -42440.797 32345.382 7.7265721 -10089.909 15.67613 1.6258553e+10 26645.822 35.753537 -52.117537 -30.261449 14943.163 10018.834 15052.61 10055.869 29.868245 29.868245 29.868245 13.455127 5.5038684 2.4560583 5.0084079 29.868245 29.868245 29.868245
8025000 291.56583 -10047.074 0.97956979 6.7965607 0.014305857 32376.317 -42438.047 32376.317 6.7822548 -10056.79 9.701923 -6.571437e+09 26623.318 35.351712 -52.413815 -30.226024 14950.706 10030.41 15060.197 10067.556 29.859834 29.859834 29.859834 7.8598126 3.2275945 2.7352531 1.6559968 29.859834 29.859834 29.859834
8030000 289.13393 -10140.083 0.99026632 8.3698883 0.014462071 32284.093 -42444.111 32284.093 8.3554262 -10152.614 12.516819 -6.8742131e+09 26335.742 34.893775 -52.545943 -29.897566 14856.572 9975.7686 14965.397 10012.313 29.751933 29.751933 29.751933 11.566339 6.0724783 2.6665677 2.3765301 29.751933 29.751933 29.751933
8035000 302.05229 -10013.771 0.98259043 5.9848012 0.014349971 32410.819 -42443.82 32410.819 5.9704513 -10027.489 13.704331 -3.5207855e+10 26541.473 34.794126 -53.063653 -29.551986 14928.829 10020.677 15038.182 10057.133 29.829205 29.829205 29.829205 13.244581 7.1582603 3.9846378 1.6650876 29.829205 29.829205 29.829205
8040000 293.16723 -10069.452 0.98393271 6.1702501 0.014369574 32352.445 -42441.934 32352.445 6.1558805 -10083.78 14.313833 -8.1936892e+09 26505.265 34.754196 -53.396109 -29.101262 14952.692 10036.696 15062.2 10074.514 29.815634 29.815634 29.815634 13.866645 5.8935179 5.1783854 2.2901287 29.815634 29.815634 29.815634
8045000 287.8374 -10113.466 0.98255947 7.1279707 0.014349519 32305.215 -42438.689 32305.215 7.1136212 -10127.741 14.260381 -2.3685139e+10 26542.31 35.108391 -53.787118 -28.600926 15001.631 10044.418 15111.458 10080.463 29.829518 29.829518 29.829518 12.880493 6.1599726 4.1559582 2.2593093 29.829518 29.829518 29.829518
8050000 287.59505 -9983.748 0.97431197 6.3148284 0.01422907 32433.088 -42440.707 32433.088 6.3005993 -10000.592 16.830071 46817141 26766.989 35.768653 -54.444842 -28.232051 15160.93 10103.19 15271.933 10139.073 29.91345 29.91345 29.91345 17.555636 6.840566 6.4714208 3.629263 29.91345 29.91345 29.91345
8055000 298.08828 -9959.8555 0.97295114 8.6294357 0.014209197 32462.65 -42444.592 32462.65 8.6152265 -9974.3274 14.457661 -2.3148066e+10 26804.427 36.457528 -55.073577 -27.823441 15251.299 10095.574 15362.971 10131.984 29.92739 29.92739 29.92739 13.456622 4.8535862 3.9413849 3.9940927 29.92739 29.92739 29.92739
