LAMMPS data file. msi2lmp v3.9.8 / 06 Oct 2016 / CGCMM for model

    768 atoms
    512 bonds
    256 angles
      0 dihedrals
      0 impropers

   2 atom types
   1 bond types
   1 angle types

    -0.073443383    19.637556617 xlo xhi
    -0.143987126    19.567012874 ylo yhi
    -0.267213827    19.443786173 zlo zhi

Masses

   1  15.999400 # o*
   2   1.007970 # h*
   


Bond Coeffs # harmonic

   1   540.6336     1.0000 # o*-h*

Angle Coeffs # harmonic

   1    50.0000   109.4700 # h*-o*-h*

Atoms # full

      1      1   1 -0.847600    15.192070105     1.056828910    12.721423060   0   0   0 # o*
      2      1   2  0.423800    15.001167352     0.393887181    13.445345986   0   0   0 # h*
      3      1   2  0.423800    15.482800921     0.573913268    11.895427857   0   0   0 # h*
      4      2   1 -0.847600    16.545639063    16.039919857    14.086411751   0   0   0 # o*
      5      2   2  0.423800    16.880669074    16.694236708    13.408455742   0   0   0 # h*
      6      2   2  0.423800    17.172569398    16.016358606    14.865130714   0   0   0 # h*
      7      3   1 -0.847600    16.584217974    13.849937411     5.329389614   0   0   0 # o*
      8      3   2  0.423800    15.663295111    13.465046027     5.390706026   0   0   0 # h*
      9      3   2  0.423800    16.703097426    14.289669078     4.439162825   0   0   0 # h*
     10      4   1 -0.847600    17.459736858    12.304049675    14.410325641   0   0   0 # o*
     11      4   2  0.423800    17.406317542    11.648968882    15.163993693   0   0   0 # h*
     12      4   2  0.423800    16.706024241    12.141659154    13.773500225   0   0   0 # h*
     13      5   1 -0.847600    12.755278557     7.367274309    14.367684766   0   0   0 # o*
     14      5   2  0.423800    12.850484031     6.384391220    14.209961107   0   0   0 # h*
     15      5   2  0.423800    11.791913194     7.588823993    14.518823496   0   0   0 # h*
     16      6   1 -0.847600    18.951575360     6.905020153     9.535852174   0   0   0 # o*
     17      6   2  0.423800    18.732657920     6.695119688    10.488751408   0   0   0 # h*
     18      6   2  0.423800    18.242898267     7.498238815     9.153924960   0   0   0 # h*
     19      7   1 -0.847600    15.989929007    15.111585870     7.674623045   0   0   0 # o*
     20      7   2  0.423800    16.376086380    14.741645100     6.829622270   0   0   0 # h*
     21      7   2  0.423800    15.233424321    15.727183913     7.453852326   0   0   0 # h*
     22      8   1 -0.847600     6.566875620     4.248842931    15.122423304   0   0   0 # o*
     23      8   2  0.423800     6.122593374     3.477562151    14.666639095   0   0   0 # h*
     24      8   2  0.423800     7.501941008     4.344135246    14.780996747   0   0   0 # h*
     25      9   1 -0.847600    15.799778912     3.073027230    16.130830932   0   0   0 # o*
     26      9   2  0.423800    15.886529130     3.352374954    15.174567763   0   0   0 # h*
