1	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0007	-0.0007	0.0036	-0.0036 1
2	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0036	-0.0036	0.0087	-0.0087	1
3	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0087	-0.0087	0.0158	-0.0158	1
4	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0158	-0.0158	0.0247	-0.0247	1
5	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0247	-0.0247	0.0348	-0.0348	1
6	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0348	-0.0348	0.0459	-0.0459	1
7	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0459	-0.0459	0.0575	-0.0575	1
8	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0575	-0.0575	0.0691	-0.0691	1
9	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0691	-0.0691	0.0802	-0.0802	1
10	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0802	-0.0802	0.0903	-0.0903	1
11	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0903	-0.0903	0.0992	-0.0992	1
12	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.0992	-0.0992	0.1063	-0.1063	1
13	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.1063	-0.1063	0.1114	-0.1114	1
14	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.1114	-0.1114	0.1143	-0.1143	1
15	0	3.55	0	2.42	0	2.985	0	0	0	5000	1	0.1143	-0.1143	0.115	-0.115	1

#num e11 s11 e22 s22 e12 s12 e11p e22p e12p kmax fraction chargehydrogen chargecarbon chargehydrogenp chargecarbonp alpha
#read "submit_A1_charge_EA1.sh" for further explanations of these parameters
