1 40.516	6.66915625E-02
2 223.785	0.15259600
3 598.683	0.23238577
4 1255.95	0.30267334
5 2358.18	0.36057186
6 4177.98	0.40370926
7 7146.84	0.43031904
8 11896.1	0.43931171
9 19243.2	0.43031904
10 30039.9	0.40370926
11 44796.8	0.36057186
12 63089.6	0.30267334
13 82989.8	0.23238577
14 100999	0.15259600
15 112921	6.66915625E-02
